d3mIndex,type,repeat,fold
2417,TRAIN,0,0
2442,TRAIN,0,0
2460,TRAIN,0,0
2472,TRAIN,0,0
2492,TRAIN,0,0
2500,TRAIN,0,0
2510,TRAIN,0,0
2517,TRAIN,0,0
2536,TRAIN,0,0
2554,TRAIN,0,0
2555,TRAIN,0,0
2576,TRAIN,0,0
2583,TRAIN,0,0
2590,TRAIN,0,0
2593,TRAIN,0,0
2608,TRAIN,0,0
2627,TRAIN,0,0
2630,TRAIN,0,0
2644,TRAIN,0,0
2664,TRAIN,0,0
2669,TRAIN,0,0
2676,TRAIN,0,0
2693,TRAIN,0,0
2696,TRAIN,0,0
2715,TRAIN,0,0
2724,TRAIN,0,0
2748,TRAIN,0,0
2749,TRAIN,0,0
2759,TRAIN,0,0
2773,TRAIN,0,0
2784,TRAIN,0,0
2806,TRAIN,0,0
2822,TRAIN,0,0
2833,TRAIN,0,0
2858,TRAIN,0,0
2859,TRAIN,0,0
2875,TRAIN,0,0
2910,TRAIN,0,0
2916,TRAIN,0,0
2937,TRAIN,0,0
2946,TRAIN,0,0
2966,TRAIN,0,0
2976,TRAIN,0,0
2992,TRAIN,0,0
3009,TRAIN,0,0
3024,TRAIN,0,0
3038,TRAIN,0,0
3044,TRAIN,0,0
3078,TRAIN,0,0
3091,TRAIN,0,0
3107,TRAIN,0,0
3131,TRAIN,0,0
3156,TRAIN,0,0
3173,TRAIN,0,0
3196,TRAIN,0,0
3205,TRAIN,0,0
3226,TRAIN,0,0
3237,TRAIN,0,0
3261,TRAIN,0,0
3275,TRAIN,0,0
3287,TRAIN,0,0
3297,TRAIN,0,0
3309,TRAIN,0,0
3323,TRAIN,0,0
3331,TRAIN,0,0
3334,TRAIN,0,0
3354,TRAIN,0,0
3401,TRAIN,0,0
3409,TRAIN,0,0
3427,TRAIN,0,0
3449,TRAIN,0,0
3454,TRAIN,0,0
3493,TRAIN,0,0
3503,TRAIN,0,0
3509,TRAIN,0,0
3530,TRAIN,0,0
3553,TRAIN,0,0
3592,TRAIN,0,0
3610,TRAIN,0,0
3636,TRAIN,0,0
3644,TRAIN,0,0
3672,TRAIN,0,0
3697,TRAIN,0,0
3731,TRAIN,0,0
3757,TRAIN,0,0
3764,TRAIN,0,0
3775,TRAIN,0,0
3797,TRAIN,0,0
3808,TRAIN,0,0
3829,TRAIN,0,0
3835,TRAIN,0,0
3856,TRAIN,0,0
3870,TRAIN,0,0
3876,TRAIN,0,0
3890,TRAIN,0,0
3907,TRAIN,0,0
3927,TRAIN,0,0
3942,TRAIN,0,0
3946,TRAIN,0,0
3947,TRAIN,0,0
3952,TRAIN,0,0
3958,TRAIN,0,0
3969,TRAIN,0,0
3990,TRAIN,0,0
4002,TRAIN,0,0
4014,TRAIN,0,0
4047,TRAIN,0,0
4065,TRAIN,0,0
4092,TRAIN,0,0
4108,TRAIN,0,0
4111,TRAIN,0,0
4122,TRAIN,0,0
4134,TRAIN,0,0
4167,TRAIN,0,0
4181,TRAIN,0,0
4198,TRAIN,0,0
4202,TRAIN,0,0
4231,TRAIN,0,0
4236,TRAIN,0,0
4269,TRAIN,0,0
4271,TRAIN,0,0
4285,TRAIN,0,0
4297,TRAIN,0,0
4318,TRAIN,0,0
4370,TRAIN,0,0
4377,TRAIN,0,0
4424,TRAIN,0,0
4436,TRAIN,0,0
4451,TRAIN,0,0
4461,TRAIN,0,0
4493,TRAIN,0,0
4509,TRAIN,0,0
4511,TRAIN,0,0
4535,TRAIN,0,0
4551,TRAIN,0,0
4557,TRAIN,0,0
4593,TRAIN,0,0
4604,TRAIN,0,0
4617,TRAIN,0,0
4627,TRAIN,0,0
4631,TRAIN,0,0
4675,TRAIN,0,0
4689,TRAIN,0,0
4712,TRAIN,0,0
4738,TRAIN,0,0
4747,TRAIN,0,0
4791,TRAIN,0,0
4804,TRAIN,0,0
4824,TRAIN,0,0
4847,TRAIN,0,0
4866,TRAIN,0,0
4879,TRAIN,0,0
4905,TRAIN,0,0
4936,TRAIN,0,0
4977,TRAIN,0,0
5012,TRAIN,0,0
5017,TRAIN,0,0
5021,TRAIN,0,0
5053,TRAIN,0,0
5055,TRAIN,0,0
5063,TRAIN,0,0
5092,TRAIN,0,0
5129,TRAIN,0,0
5147,TRAIN,0,0
5190,TRAIN,0,0
5214,TRAIN,0,0
5246,TRAIN,0,0
5260,TRAIN,0,0
5271,TRAIN,0,0
5284,TRAIN,0,0
5321,TRAIN,0,0
5355,TRAIN,0,0
5385,TRAIN,0,0
5412,TRAIN,0,0
5433,TRAIN,0,0
5443,TRAIN,0,0
5471,TRAIN,0,0
5493,TRAIN,0,0
5518,TRAIN,0,0
5558,TRAIN,0,0
5595,TRAIN,0,0
5608,TRAIN,0,0
5648,TRAIN,0,0
5656,TRAIN,0,0
5681,TRAIN,0,0
5689,TRAIN,0,0
5714,TRAIN,0,0
5741,TRAIN,0,0
5756,TRAIN,0,0
5792,TRAIN,0,0
5801,TRAIN,0,0
5826,TRAIN,0,0
5856,TRAIN,0,0
5881,TRAIN,0,0
5893,TRAIN,0,0
5901,TRAIN,0,0
5918,TRAIN,0,0
5931,TRAIN,0,0
5961,TRAIN,0,0
5972,TRAIN,0,0
6024,TRAIN,0,0
6058,TRAIN,0,0
6078,TRAIN,0,0
6105,TRAIN,0,0
6146,TRAIN,0,0
6165,TRAIN,0,0
6178,TRAIN,0,0
6196,TRAIN,0,0
6205,TRAIN,0,0
6209,TRAIN,0,0
6211,TRAIN,0,0
6214,TRAIN,0,0
6217,TRAIN,0,0
6221,TRAIN,0,0
6223,TRAIN,0,0
6230,TRAIN,0,0
6237,TRAIN,0,0
6268,TRAIN,0,0
6292,TRAIN,0,0
6297,TRAIN,0,0
6332,TRAIN,0,0
6363,TRAIN,0,0
6384,TRAIN,0,0
6389,TRAIN,0,0
6409,TRAIN,0,0
6412,TRAIN,0,0
6432,TRAIN,0,0
6451,TRAIN,0,0
6468,TRAIN,0,0
6489,TRAIN,0,0
6495,TRAIN,0,0
6506,TRAIN,0,0
6513,TRAIN,0,0
6522,TRAIN,0,0
6523,TRAIN,0,0
6550,TRAIN,0,0
6555,TRAIN,0,0
6567,TRAIN,0,0
6579,TRAIN,0,0
6597,TRAIN,0,0
6607,TRAIN,0,0
6644,TRAIN,0,0
6677,TRAIN,0,0
6711,TRAIN,0,0
6744,TRAIN,0,0
6770,TRAIN,0,0
6800,TRAIN,0,0
6830,TRAIN,0,0
6833,TRAIN,0,0
6847,TRAIN,0,0
6904,TRAIN,0,0
6940,TRAIN,0,0
6990,TRAIN,0,0
7021,TRAIN,0,0
7038,TRAIN,0,0
7083,TRAIN,0,0
7110,TRAIN,0,0
7157,TRAIN,0,0
7210,TRAIN,0,0
7238,TRAIN,0,0
7310,TRAIN,0,0
7317,TRAIN,0,0
7331,TRAIN,0,0
7351,TRAIN,0,0
7382,TRAIN,0,0
7401,TRAIN,0,0
7421,TRAIN,0,0
7426,TRAIN,0,0
7440,TRAIN,0,0
7477,TRAIN,0,0
7494,TRAIN,0,0
7552,TRAIN,0,0
7602,TRAIN,0,0
7612,TRAIN,0,0
7652,TRAIN,0,0
7671,TRAIN,0,0
7719,TRAIN,0,0
7764,TRAIN,0,0
7806,TRAIN,0,0
7852,TRAIN,0,0
7869,TRAIN,0,0
7892,TRAIN,0,0
7906,TRAIN,0,0
7909,TRAIN,0,0
7917,TRAIN,0,0
7921,TRAIN,0,0
7925,TRAIN,0,0
7927,TRAIN,0,0
7956,TRAIN,0,0
8000,TRAIN,0,0
8041,TRAIN,0,0
8048,TRAIN,0,0
8072,TRAIN,0,0
8097,TRAIN,0,0
8103,TRAIN,0,0
8113,TRAIN,0,0
8118,TRAIN,0,0
8148,TRAIN,0,0
8214,TRAIN,0,0
8256,TRAIN,0,0
8292,TRAIN,0,0
8294,TRAIN,0,0
8318,TRAIN,0,0
8321,TRAIN,0,0
8328,TRAIN,0,0
8368,TRAIN,0,0
8397,TRAIN,0,0
8411,TRAIN,0,0
8457,TRAIN,0,0
8485,TRAIN,0,0
8513,TRAIN,0,0
8561,TRAIN,0,0
8588,TRAIN,0,0
8616,TRAIN,0,0
8636,TRAIN,0,0
8684,TRAIN,0,0
8693,TRAIN,0,0
8714,TRAIN,0,0
8718,TRAIN,0,0
8772,TRAIN,0,0
8829,TRAIN,0,0
8844,TRAIN,0,0
8854,TRAIN,0,0
8864,TRAIN,0,0
8890,TRAIN,0,0
8901,TRAIN,0,0
8905,TRAIN,0,0
8920,TRAIN,0,0
8933,TRAIN,0,0
8990,TRAIN,0,0
9007,TRAIN,0,0
9040,TRAIN,0,0
9044,TRAIN,0,0
9056,TRAIN,0,0
9108,TRAIN,0,0
9127,TRAIN,0,0
9134,TRAIN,0,0
9163,TRAIN,0,0
9176,TRAIN,0,0
9186,TRAIN,0,0
9198,TRAIN,0,0
9202,TRAIN,0,0
9244,TRAIN,0,0
9285,TRAIN,0,0
9322,TRAIN,0,0
9347,TRAIN,0,0
9388,TRAIN,0,0
9432,TRAIN,0,0
9459,TRAIN,0,0
9469,TRAIN,0,0
9508,TRAIN,0,0
9510,TRAIN,0,0
9525,TRAIN,0,0
9535,TRAIN,0,0
9554,TRAIN,0,0
9577,TRAIN,0,0
9586,TRAIN,0,0
9594,TRAIN,0,0
9663,TRAIN,0,0
9711,TRAIN,0,0
9737,TRAIN,0,0
9738,TRAIN,0,0
9743,TRAIN,0,0
9750,TRAIN,0,0
9791,TRAIN,0,0
9821,TRAIN,0,0
9830,TRAIN,0,0
9839,TRAIN,0,0
9848,TRAIN,0,0
9889,TRAIN,0,0
9934,TRAIN,0,0
10018,TRAIN,0,0
10038,TRAIN,0,0
10117,TRAIN,0,0
10153,TRAIN,0,0
10194,TRAIN,0,0
10215,TRAIN,0,0
10244,TRAIN,0,0
10263,TRAIN,0,0
10268,TRAIN,0,0
10307,TRAIN,0,0
10316,TRAIN,0,0
10317,TRAIN,0,0
10343,TRAIN,0,0
10372,TRAIN,0,0
10380,TRAIN,0,0
10400,TRAIN,0,0
10433,TRAIN,0,0
10436,TRAIN,0,0
10445,TRAIN,0,0
10454,TRAIN,0,0
10462,TRAIN,0,0
10468,TRAIN,0,0
10483,TRAIN,0,0
10488,TRAIN,0,0
10493,TRAIN,0,0
10509,TRAIN,0,0
10521,TRAIN,0,0
10598,TRAIN,0,0
10694,TRAIN,0,0
10745,TRAIN,0,0
10773,TRAIN,0,0
10811,TRAIN,0,0
10854,TRAIN,0,0
10859,TRAIN,0,0
10890,TRAIN,0,0
10920,TRAIN,0,0
10926,TRAIN,0,0
10991,TRAIN,0,0
11010,TRAIN,0,0
11059,TRAIN,0,0
11063,TRAIN,0,0
11071,TRAIN,0,0
11084,TRAIN,0,0
11098,TRAIN,0,0
11164,TRAIN,0,0
11209,TRAIN,0,0
11213,TRAIN,0,0
11233,TRAIN,0,0
11297,TRAIN,0,0
11344,TRAIN,0,0
11366,TRAIN,0,0
11379,TRAIN,0,0
11382,TRAIN,0,0
11384,TRAIN,0,0
11403,TRAIN,0,0
11427,TRAIN,0,0
11464,TRAIN,0,0
11526,TRAIN,0,0
11568,TRAIN,0,0
11630,TRAIN,0,0
11633,TRAIN,0,0
11636,TRAIN,0,0
11644,TRAIN,0,0
11692,TRAIN,0,0
11708,TRAIN,0,0
11763,TRAIN,0,0
11781,TRAIN,0,0
11792,TRAIN,0,0
11800,TRAIN,0,0
11853,TRAIN,0,0
11886,TRAIN,0,0
11894,TRAIN,0,0
11904,TRAIN,0,0
11914,TRAIN,0,0
11918,TRAIN,0,0
11954,TRAIN,0,0
11968,TRAIN,0,0
11976,TRAIN,0,0
11988,TRAIN,0,0
11996,TRAIN,0,0
12016,TRAIN,0,0
12029,TRAIN,0,0
12112,TRAIN,0,0
12163,TRAIN,0,0
12174,TRAIN,0,0
12179,TRAIN,0,0
12192,TRAIN,0,0
12195,TRAIN,0,0
12200,TRAIN,0,0
12208,TRAIN,0,0
12253,TRAIN,0,0
12272,TRAIN,0,0
12282,TRAIN,0,0
12286,TRAIN,0,0
12293,TRAIN,0,0
12306,TRAIN,0,0
12339,TRAIN,0,0
12351,TRAIN,0,0
12362,TRAIN,0,0
12375,TRAIN,0,0
12378,TRAIN,0,0
12385,TRAIN,0,0
12389,TRAIN,0,0
12405,TRAIN,0,0
12495,TRAIN,0,0
12499,TRAIN,0,0
12504,TRAIN,0,0
12505,TRAIN,0,0
12514,TRAIN,0,0
12536,TRAIN,0,0
12549,TRAIN,0,0
12554,TRAIN,0,0
12568,TRAIN,0,0
12706,TRAIN,0,0
12743,TRAIN,0,0
12759,TRAIN,0,0
12775,TRAIN,0,0
12777,TRAIN,0,0
12784,TRAIN,0,0
12792,TRAIN,0,0
12807,TRAIN,0,0
12826,TRAIN,0,0
12904,TRAIN,0,0
12918,TRAIN,0,0
12922,TRAIN,0,0
12925,TRAIN,0,0
12939,TRAIN,0,0
12979,TRAIN,0,0
13004,TRAIN,0,0
13012,TRAIN,0,0
13023,TRAIN,0,0
13029,TRAIN,0,0
13032,TRAIN,0,0
13050,TRAIN,0,0
13061,TRAIN,0,0
13068,TRAIN,0,0
13076,TRAIN,0,0
13084,TRAIN,0,0
13092,TRAIN,0,0
13106,TRAIN,0,0
13213,TRAIN,0,0
13222,TRAIN,0,0
13227,TRAIN,0,0
13228,TRAIN,0,0
13234,TRAIN,0,0
13238,TRAIN,0,0
13242,TRAIN,0,0
13245,TRAIN,0,0
13258,TRAIN,0,0
13291,TRAIN,0,0
13319,TRAIN,0,0
13345,TRAIN,0,0
13408,TRAIN,0,0
13443,TRAIN,0,0
13459,TRAIN,0,0
13472,TRAIN,0,0
13502,TRAIN,0,0
13526,TRAIN,0,0
13533,TRAIN,0,0
13539,TRAIN,0,0
13544,TRAIN,0,0
13555,TRAIN,0,0
13558,TRAIN,0,0
13590,TRAIN,0,0
13613,TRAIN,0,0
13628,TRAIN,0,0
13632,TRAIN,0,0
13646,TRAIN,0,0
13658,TRAIN,0,0
13694,TRAIN,0,0
13712,TRAIN,0,0
13719,TRAIN,0,0
13723,TRAIN,0,0
13749,TRAIN,0,0
13780,TRAIN,0,0
13814,TRAIN,0,0
13832,TRAIN,0,0
13863,TRAIN,0,0
13881,TRAIN,0,0
13887,TRAIN,0,0
13905,TRAIN,0,0
13918,TRAIN,0,0
13919,TRAIN,0,0
13928,TRAIN,0,0
13931,TRAIN,0,0
13935,TRAIN,0,0
13941,TRAIN,0,0
14000,TRAIN,0,0
14030,TRAIN,0,0
14038,TRAIN,0,0
14045,TRAIN,0,0
14055,TRAIN,0,0
14085,TRAIN,0,0
14128,TRAIN,0,0
14146,TRAIN,0,0
14151,TRAIN,0,0
14178,TRAIN,0,0
14191,TRAIN,0,0
14206,TRAIN,0,0
14238,TRAIN,0,0
14254,TRAIN,0,0
14268,TRAIN,0,0
14275,TRAIN,0,0
14285,TRAIN,0,0
14293,TRAIN,0,0
14300,TRAIN,0,0
14306,TRAIN,0,0
14316,TRAIN,0,0
14321,TRAIN,0,0
14419,TRAIN,0,0
14451,TRAIN,0,0
14461,TRAIN,0,0
14497,TRAIN,0,0
14528,TRAIN,0,0
14536,TRAIN,0,0
14582,TRAIN,0,0
14588,TRAIN,0,0
14601,TRAIN,0,0
14625,TRAIN,0,0
14644,TRAIN,0,0
14655,TRAIN,0,0
14678,TRAIN,0,0
14684,TRAIN,0,0
14689,TRAIN,0,0
14719,TRAIN,0,0
14758,TRAIN,0,0
14768,TRAIN,0,0
14775,TRAIN,0,0
14781,TRAIN,0,0
14787,TRAIN,0,0
14789,TRAIN,0,0
14836,TRAIN,0,0
14838,TRAIN,0,0
14845,TRAIN,0,0
14855,TRAIN,0,0
14867,TRAIN,0,0
14879,TRAIN,0,0
14886,TRAIN,0,0
14891,TRAIN,0,0
14894,TRAIN,0,0
14899,TRAIN,0,0
15002,TRAIN,0,0
15039,TRAIN,0,0
15263,TRAIN,0,0
15293,TRAIN,0,0
15301,TRAIN,0,0
15315,TRAIN,0,0
15321,TRAIN,0,0
15327,TRAIN,0,0
15337,TRAIN,0,0
15348,TRAIN,0,0
15362,TRAIN,0,0
15366,TRAIN,0,0
15374,TRAIN,0,0
15381,TRAIN,0,0
15404,TRAIN,0,0
15415,TRAIN,0,0
15419,TRAIN,0,0
15422,TRAIN,0,0
15444,TRAIN,0,0
15476,TRAIN,0,0
15539,TRAIN,0,0
15544,TRAIN,0,0
15561,TRAIN,0,0
15564,TRAIN,0,0
15573,TRAIN,0,0
15578,TRAIN,0,0
15590,TRAIN,0,0
15595,TRAIN,0,0
15604,TRAIN,0,0
15617,TRAIN,0,0
15622,TRAIN,0,0
15633,TRAIN,0,0
15646,TRAIN,0,0
15676,TRAIN,0,0
15682,TRAIN,0,0
15689,TRAIN,0,0
15691,TRAIN,0,0
15719,TRAIN,0,0
15742,TRAIN,0,0
15779,TRAIN,0,0
15796,TRAIN,0,0
15804,TRAIN,0,0
15809,TRAIN,0,0
15863,TRAIN,0,0
15867,TRAIN,0,0
15883,TRAIN,0,0
15893,TRAIN,0,0
15906,TRAIN,0,0
15910,TRAIN,0,0
15913,TRAIN,0,0
15923,TRAIN,0,0
15939,TRAIN,0,0
15947,TRAIN,0,0
15955,TRAIN,0,0
15958,TRAIN,0,0
15961,TRAIN,0,0
15981,TRAIN,0,0
15987,TRAIN,0,0
15991,TRAIN,0,0
15995,TRAIN,0,0
16003,TRAIN,0,0
16007,TRAIN,0,0
16012,TRAIN,0,0
16018,TRAIN,0,0
16022,TRAIN,0,0
16029,TRAIN,0,0
16049,TRAIN,0,0
16072,TRAIN,0,0
16093,TRAIN,0,0
16105,TRAIN,0,0
16106,TRAIN,0,0
16117,TRAIN,0,0
16121,TRAIN,0,0
16134,TRAIN,0,0
16183,TRAIN,0,0
16195,TRAIN,0,0
16203,TRAIN,0,0
16207,TRAIN,0,0
16218,TRAIN,0,0
16227,TRAIN,0,0
16233,TRAIN,0,0
16238,TRAIN,0,0
16252,TRAIN,0,0
16262,TRAIN,0,0
16264,TRAIN,0,0
16277,TRAIN,0,0
16282,TRAIN,0,0
16288,TRAIN,0,0
16302,TRAIN,0,0
16320,TRAIN,0,0
16328,TRAIN,0,0
16354,TRAIN,0,0
16399,TRAIN,0,0
16416,TRAIN,0,0
16421,TRAIN,0,0
16432,TRAIN,0,0
16438,TRAIN,0,0
16450,TRAIN,0,0
16454,TRAIN,0,0
16484,TRAIN,0,0
16548,TRAIN,0,0
16551,TRAIN,0,0
16560,TRAIN,0,0
16572,TRAIN,0,0
16578,TRAIN,0,0
16581,TRAIN,0,0
16588,TRAIN,0,0
16622,TRAIN,0,0
16631,TRAIN,0,0
16632,TRAIN,0,0
16644,TRAIN,0,0
16656,TRAIN,0,0
16661,TRAIN,0,0
16663,TRAIN,0,0
16687,TRAIN,0,0
16696,TRAIN,0,0
16700,TRAIN,0,0
16708,TRAIN,0,0
16713,TRAIN,0,0
16735,TRAIN,0,0
16752,TRAIN,0,0
16781,TRAIN,0,0
16783,TRAIN,0,0
16786,TRAIN,0,0
16790,TRAIN,0,0
16794,TRAIN,0,0
16800,TRAIN,0,0
16802,TRAIN,0,0
16808,TRAIN,0,0
16815,TRAIN,0,0
16819,TRAIN,0,0
16827,TRAIN,0,0
16836,TRAIN,0,0
16843,TRAIN,0,0
16848,TRAIN,0,0
16862,TRAIN,0,0
16880,TRAIN,0,0
16898,TRAIN,0,0
16995,TRAIN,0,0
17031,TRAIN,0,0
17037,TRAIN,0,0
17043,TRAIN,0,0
17046,TRAIN,0,0
17064,TRAIN,0,0
17067,TRAIN,0,0
17073,TRAIN,0,0
17088,TRAIN,0,0
17095,TRAIN,0,0
17104,TRAIN,0,0
17105,TRAIN,0,0
17139,TRAIN,0,0
17167,TRAIN,0,0
17171,TRAIN,0,0
17179,TRAIN,0,0
17183,TRAIN,0,0
17191,TRAIN,0,0
17230,TRAIN,0,0
17240,TRAIN,0,0
17277,TRAIN,0,0
17284,TRAIN,0,0
17291,TRAIN,0,0
17302,TRAIN,0,0
17306,TRAIN,0,0
17322,TRAIN,0,0
17340,TRAIN,0,0
17384,TRAIN,0,0
17394,TRAIN,0,0
17401,TRAIN,0,0
17404,TRAIN,0,0
17436,TRAIN,0,0
17545,TRAIN,0,0
17581,TRAIN,0,0
17582,TRAIN,0,0
17588,TRAIN,0,0
17598,TRAIN,0,0
17620,TRAIN,0,0
17750,TRAIN,0,0
17757,TRAIN,0,0
17762,TRAIN,0,0
17767,TRAIN,0,0
17784,TRAIN,0,0
17797,TRAIN,0,0
17800,TRAIN,0,0
17804,TRAIN,0,0
17812,TRAIN,0,0
17815,TRAIN,0,0
17819,TRAIN,0,0
17823,TRAIN,0,0
17841,TRAIN,0,0
17877,TRAIN,0,0
17890,TRAIN,0,0
17893,TRAIN,0,0
17932,TRAIN,0,0
17939,TRAIN,0,0
17945,TRAIN,0,0
17951,TRAIN,0,0
