d3mIndex,G1.nodeID,G2.nodeID,match
552,126,42f6dcbd6b8f8bc4,1
557,209,ccff63b9b2225f0c,1
563,809,33e7f1ba8b5ea27e,1
566,705,759decf89f7084e9,0
571,291,db8dacda82a78012,1
576,125,c484b66518c4d4f8,0
592,178,a9442c57b063010b,0
601,447,bcdc1fdbdfe6ad5e,1
602,607,4ee4b212a10a0cd5,0
603,178,ead6a6f12827e0e9,1
609,712,e751b05c57176ac1,1
610,930,581ba894d1662296,1
613,612,c8949dc6417d8e11,0
615,914,1c33a296569a6fc8,1
617,615,7e8eef2d45f4ac87,1
621,88,0c6988894dd1c595,1
628,60,c5b312d85ad820f5,0
632,761,ea553afb4d51653a,0
639,983,c7cfdf80ba5d72fa,1
640,358,18aab406fc59de8b,0
641,704,3c8626e73438a98f,1
645,130,3982f7ea8b429060,0
646,79,b9d8ebb4916dcc82,0
647,926,b30173ff5eb7d91c,0
651,845,7053a23c618392a8,0
656,410,ce41433c605d9678,0
661,649,57fa0023a452db4f,1
663,973,7097c6ff6ac7f696,1
664,258,626a7784b3af719a,1
683,653,afdef2a6fe0ca06b,0
687,440,055d05a9bb182c77,1
688,573,8c07656f2ea34177,1
691,237,eb660088914bad73,0
692,296,1d71a8635bd8a7f0,0
696,321,20d14312ec1b227d,1
704,136,5ad32012773eda39,1
715,71,70853c37383dc90d,0
717,388,afdd25cdcd638fef,0
718,309,4fa453089d874b82,0
720,314,4c10dbfbd0867959,1
724,786,20a774f65b698b44,1
725,940,4ee4b212a10a0cd5,1
729,594,97000190795d2958,1
741,393,c67b800caded60bd,1
752,272,ab8e20173852013a,1
758,117,50d7d8d70cba00cc,0
766,833,d9b9cde27a1c84da,0
772,780,1edfcd8faf1baf8e,1
776,215,06e894692e434595,1
782,922,4ec1d84e4764a777,0
784,888,29e89db6b71839f3,1
785,718,17f7bdd10e8d5f39,1
791,25,e9c0480d76be53af,1
796,349,3ed6863c1a9a56fe,1
797,55,6bc970f23b39d2b9,1
815,533,4d04a2e2ba95d4f4,1
825,932,c7cfdf80ba5d72fa,0
826,92,e4ab84962c4154ac,1
827,666,05c991185403f3a5,1
834,964,a056d997f3ae255c,1
840,987,bf10476d9c564bc7,1
841,42,77884ecc89a65663,1
852,617,1ceaa720750d08cc,0
855,137,1077fb5c3a9e83b2,1
856,796,1bfeb4156f5aea52,1
862,541,b9246d48100d91c1,1
867,307,2cab5388db9e6a0b,1
876,520,b886b90b3b8d8da7,0
879,997,2f2d28059019fa97,1
884,65,02cd245903ac363f,0
910,314,49d963fbe12abd59,0
911,33,d5d38344c1e872a0,1
914,639,17e9cd2d0952f7ac,0
916,445,257617b9a5a902c1,1
919,901,03ea6ba7bdd22bab,0
920,343,bd7fdef05d7da23b,0
923,228,0a81073c1594dfe1,0
935,869,76bf9727df23a476,1
938,110,34834b0051014af4,0
942,404,57e350b32cf54ff4,1
947,609,ca544078c612af2a,1
951,21,0dc65cab12ff4b62,0
981,389,7f4ab67170157ce5,1
988,629,13c1e2c90651bf15,0
997,809,33f253b2b8bd37e6,0
1014,504,cb692b35a0afb0bf,0
1018,783,afa103c0805a9296,1
1020,329,7afff50eeae95786,1
1025,968,1c33a296569a6fc8,0
1027,68,90ae3e86e13990e9,0
1031,814,5a1502002890f587,1
1034,976,27437da0faf7f2c6,0
1037,933,730383e2b70d8e92,1
1038,74,1aa31d21445a2f98,0
1039,823,ade9a02bff4e6ad3,1
1040,504,c1519afa87c7acef,1
1044,961,bc622ce5b77488ad,0
1049,671,cb0b97f9f335231a,0
1053,713,f495d3364394b2f3,1
1054,90,49e436130da4f72f,1
1058,749,05f38c951ebee07a,0
1075,732,e0a8cc7e6032a9e5,1
1089,850,cec4572ca2fb17f6,1
1090,734,2d425deb00997b1e,1
1091,717,a1d34f7d8131ce7e,1
1099,604,4cecbdfc3dcead65,0
1107,278,6fb1bd6543bd598a,1
1108,36,eca57df009251f4e,1
1113,738,42adb7264633d729,1
1115,919,bc88cb9e02efd9cd,1
1121,412,bd0cb2a61e772063,1
1126,417,ea1821daf34015e6,1
1132,848,b7ffb7d6d2c5adeb,1
1136,498,293e4d9a06e3a7e7,1
1138,396,c51708f22d3f7430,1
1142,723,a4a5381f24841873,0
1147,895,65a1b7b5b9c89bd1,1
1153,515,53b6661a073c3b49,1
1159,442,f3144ada96ae4c98,0
1162,356,1308de5eba87caed,1
1164,340,9eb241fbd9d96b68,1
1170,87,d0206e68dde52487,0
1175,174,b5258dddd22840fc,0
1179,153,525520e83bd282e5,1
1180,880,a257c64819c664e9,0
1184,580,00f7b73488a5d0cf,1
1186,753,7344544c48b6df8c,0
1208,655,0a64cf6b3d3d0f4f,1
1214,991,7301bd1870edbf07,1
1219,707,16faf91f42b1284a,0
1220,625,a79543d804c9be03,0
1222,691,50e3f231a46b0721,0
1227,837,17e9cd2d0952f7ac,1
1230,637,ca544078c612af2a,0
1232,149,e5b721f88300cc16,1
1241,884,9e987999e9217f4c,0
1242,470,1ea43a588e158909,1
1244,653,7e1427801967608c,1
1245,399,cb6d346f4309bd44,1
1246,511,86060d8a0406e526,1
1247,320,8ffaeba63deb0271,1
1252,827,f3649974f6072bc5,1
1261,735,3c8626e73438a98f,0
1265,961,3cdde9d18855e965,1
1267,625,ef5bea7a6173eb5a,1
1269,569,fab6b4f20e82c6de,1
1279,992,61a532d4ccafd1a0,1
1299,658,dd1820ed69d254d4,1
1307,673,c2e302c083c1c131,0
1321,695,32452bf57f86cc3b,0
1322,639,7997322610a48376,1
1329,800,9919e72fc2a7d815,1
1330,160,49762745ff6aeb96,1
1331,956,6969ec3a23f47410,1
1332,201,5a1502002890f587,0
1340,727,62cd947016f092f9,0
1347,53,62fe5a977443986f,1
1352,160,279cc9724846d9dd,0
1361,155,894279c2f8c3a8df,0
1373,640,e2493110c9f864b2,1
1377,928,ad739e047954e379,1
1404,227,951fec735fedc620,0
1406,835,6f8c04f1ca77d018,1
1410,865,6bfa161b14c2b4ef,0
1418,698,1dc5e1d42b8a882b,1
1429,242,293e4d9a06e3a7e7,0
1431,730,f0f4e32d305e6f67,0
1434,317,71fc479e4d43e373,1
1443,815,9e987999e9217f4c,0
1454,645,7a16438aec65a218,1
1462,524,a57fb99a51453d05,1
1463,373,a1d34f7d8131ce7e,0
1465,195,01e4c19d26648292,0
1467,523,e4f5ac28f8910789,0
1468,596,f27f85531f094ce0,0
1469,484,28d17804904d5555,1
1475,863,ab5e1044975cef8d,1
1484,263,7eb7fb35c3fd6aec,0
1489,612,0a371176d7735a1c,1
1490,960,8978066517ee94ff,1
1491,725,a48c90be72188d5d,1
1493,98,d0403d0c06c0ba3f,1
1498,660,022f0083d2b29ab1,0
1501,200,7683ad3cc5e8aec8,1
1509,418,5e1981b3a0d76cdc,1
1514,359,3c8626e73438a98f,0
1527,216,a2f4296538a6ee50,1
1530,878,93a84bdbc32a222e,1
1531,337,53f96631448e39e6,1
1535,149,cb6d346f4309bd44,0
1539,815,a53fae8d76443b65,1
1542,201,0e1f491ce70137e2,1
1543,161,bb59481d87c2611b,1
1547,717,951fec735fedc620,0
1548,381,0a81073c1594dfe1,0
1549,565,904a28df8c35fb6d,1
1552,697,b24f707413d4c00a,0
1554,323,6369a3bc43935d4e,0
1556,34,fc70fa1648a1f76f,1
1558,508,4976441c15dff494,1
1560,397,757d173092d04c4f,0
1565,897,dd70379f9d302b80,1
1567,332,304cf9803aa45a5a,0
1570,13,e0ecf88edca79d4d,1
1578,646,c747b998a87a50c6,1
1582,831,7c03fc44878b2acb,1
1583,437,b5f0b1045590e790,0
1586,686,f77c26aa6cc8dfbd,1
1587,957,d9b9cde27a1c84da,1
1597,747,8db9ef73cd45959e,1
1598,252,352afc3d7515fa88,1
1600,709,6cd4af74056ffdbd,0
1609,172,49762745ff6aeb96,0
1624,589,3c5e77f5595038af,0
1626,702,0873524009499783,0
1628,200,11352228de9884f3,0
1629,349,7301bd1870edbf07,0
