d3mIndex,Age,Sex,Income,Travel_cost,Access_road,Active,Passive,Logged_income,Trips
359,28.0,0.0,,,0,0.0,0.0,,0
363,21.0,1.0,,170.4,0,1.0,2.0,,0
374,23.0,0.0,,48.0003,1,0.0,0.0,,1
376,34.0,0.0,1406.25,48.0,1,1.0,3.0,7.248681866,1
380,47.0,1.0,,457.8,0,0.0,0.0,,0
385,47.0,0.0,2656.25,197.4,1,1.0,2.0,7.884670633,0
397,24.0,0.0,1000.0,303.6,0,0.0,0.0,6.907755279,0
401,42.0,0.0,1250.0,48.0,0,2.0,2.0,7.13089883,0
404,32.0,0.0,937.5,48.0003,0,0.0,0.0,6.843216758,0
409,29.0,0.0,1562.5,170.4,0,0.0,0.0,7.354042382,0
411,30.0,0.0,990.0990098999999,48.0003,0,0.0,0.0,6.897804947999999,0
