d3mIndex,type,repeat,fold
2069,TRAIN,0,0
2079,TRAIN,0,0
2085,TRAIN,0,0
2104,TRAIN,0,0
2108,TRAIN,0,0
2122,TRAIN,0,0
2127,TRAIN,0,0
2137,TRAIN,0,0
2144,TRAIN,0,0
2153,TRAIN,0,0
2161,TRAIN,0,0
2174,TRAIN,0,0
2184,TRAIN,0,0
2189,TRAIN,0,0
2199,TRAIN,0,0
2204,TRAIN,0,0
2212,TRAIN,0,0
2227,TRAIN,0,0
2245,TRAIN,0,0
2255,TRAIN,0,0
2259,TRAIN,0,0
2268,TRAIN,0,0
2273,TRAIN,0,0
2282,TRAIN,0,0
2287,TRAIN,0,0
2303,TRAIN,0,0
2312,TRAIN,0,0
2317,TRAIN,0,0
2320,TRAIN,0,0
2331,TRAIN,0,0
2345,TRAIN,0,0
2349,TRAIN,0,0
2359,TRAIN,0,0
2369,TRAIN,0,0
2383,TRAIN,0,0
2399,TRAIN,0,0
2403,TRAIN,0,0
2412,TRAIN,0,0
2416,TRAIN,0,0
2428,TRAIN,0,0
2430,TRAIN,0,0
2439,TRAIN,0,0
2449,TRAIN,0,0
2456,TRAIN,0,0
2460,TRAIN,0,0
2472,TRAIN,0,0
2474,TRAIN,0,0
2493,TRAIN,0,0
2500,TRAIN,0,0
2513,TRAIN,0,0
2516,TRAIN,0,0
2543,TRAIN,0,0
2560,TRAIN,0,0
2568,TRAIN,0,0
2586,TRAIN,0,0
2593,TRAIN,0,0
2606,TRAIN,0,0
2613,TRAIN,0,0
2624,TRAIN,0,0
2647,TRAIN,0,0
2651,TRAIN,0,0
2662,TRAIN,0,0
2668,TRAIN,0,0
2681,TRAIN,0,0
2691,TRAIN,0,0
2696,TRAIN,0,0
2706,TRAIN,0,0
2711,TRAIN,0,0
2728,TRAIN,0,0
2743,TRAIN,0,0
2745,TRAIN,0,0
2752,TRAIN,0,0
2757,TRAIN,0,0
2779,TRAIN,0,0
2795,TRAIN,0,0
2801,TRAIN,0,0
2807,TRAIN,0,0
2814,TRAIN,0,0
2820,TRAIN,0,0
2830,TRAIN,0,0
2837,TRAIN,0,0
2852,TRAIN,0,0
2863,TRAIN,0,0
2869,TRAIN,0,0
2877,TRAIN,0,0
2891,TRAIN,0,0
2893,TRAIN,0,0
2921,TRAIN,0,0
2934,TRAIN,0,0
2936,TRAIN,0,0
2948,TRAIN,0,0
2958,TRAIN,0,0
2967,TRAIN,0,0
2972,TRAIN,0,0
2979,TRAIN,0,0
2984,TRAIN,0,0
2989,TRAIN,0,0
3002,TRAIN,0,0
3015,TRAIN,0,0
3027,TRAIN,0,0
3031,TRAIN,0,0
3040,TRAIN,0,0
3044,TRAIN,0,0
3051,TRAIN,0,0
3062,TRAIN,0,0
3072,TRAIN,0,0
3079,TRAIN,0,0
3102,TRAIN,0,0
3119,TRAIN,0,0
3127,TRAIN,0,0
3134,TRAIN,0,0
3141,TRAIN,0,0
3156,TRAIN,0,0
3180,TRAIN,0,0
3188,TRAIN,0,0
3198,TRAIN,0,0
3208,TRAIN,0,0
3224,TRAIN,0,0
3233,TRAIN,0,0
3235,TRAIN,0,0
3242,TRAIN,0,0
3254,TRAIN,0,0
3259,TRAIN,0,0
3272,TRAIN,0,0
3279,TRAIN,0,0
3285,TRAIN,0,0
3296,TRAIN,0,0
3302,TRAIN,0,0
3311,TRAIN,0,0
3312,TRAIN,0,0
3329,TRAIN,0,0
3336,TRAIN,0,0
3345,TRAIN,0,0
3347,TRAIN,0,0
3357,TRAIN,0,0
3364,TRAIN,0,0
3370,TRAIN,0,0
3378,TRAIN,0,0
3386,TRAIN,0,0
3395,TRAIN,0,0
3406,TRAIN,0,0
3408,TRAIN,0,0
3416,TRAIN,0,0
3423,TRAIN,0,0
3431,TRAIN,0,0
3439,TRAIN,0,0
3444,TRAIN,0,0
3450,TRAIN,0,0
3460,TRAIN,0,0
3493,TRAIN,0,0
3502,TRAIN,0,0
3510,TRAIN,0,0
3513,TRAIN,0,0
3528,TRAIN,0,0
3543,TRAIN,0,0
3548,TRAIN,0,0
3557,TRAIN,0,0
3565,TRAIN,0,0
3582,TRAIN,0,0
3595,TRAIN,0,0
3598,TRAIN,0,0
3610,TRAIN,0,0
3614,TRAIN,0,0
3620,TRAIN,0,0
3631,TRAIN,0,0
3650,TRAIN,0,0
3658,TRAIN,0,0
3661,TRAIN,0,0
3666,TRAIN,0,0
3675,TRAIN,0,0
3686,TRAIN,0,0
3689,TRAIN,0,0
3707,TRAIN,0,0
3721,TRAIN,0,0
3727,TRAIN,0,0
3732,TRAIN,0,0
3742,TRAIN,0,0
3761,TRAIN,0,0
3769,TRAIN,0,0
3777,TRAIN,0,0
3785,TRAIN,0,0
3794,TRAIN,0,0
3804,TRAIN,0,0
3816,TRAIN,0,0
3822,TRAIN,0,0
3827,TRAIN,0,0
3835,TRAIN,0,0
3844,TRAIN,0,0
3850,TRAIN,0,0
3857,TRAIN,0,0
3861,TRAIN,0,0
3871,TRAIN,0,0
3880,TRAIN,0,0
3887,TRAIN,0,0
3892,TRAIN,0,0
3902,TRAIN,0,0
3906,TRAIN,0,0
3913,TRAIN,0,0
3928,TRAIN,0,0
3935,TRAIN,0,0
3949,TRAIN,0,0
3956,TRAIN,0,0
3974,TRAIN,0,0
3977,TRAIN,0,0
3989,TRAIN,0,0
3995,TRAIN,0,0
4005,TRAIN,0,0
4013,TRAIN,0,0
4018,TRAIN,0,0
4021,TRAIN,0,0
4027,TRAIN,0,0
4062,TRAIN,0,0
4066,TRAIN,0,0
4079,TRAIN,0,0
4088,TRAIN,0,0
4092,TRAIN,0,0
4101,TRAIN,0,0
4108,TRAIN,0,0
4118,TRAIN,0,0
4159,TRAIN,0,0
4166,TRAIN,0,0
4174,TRAIN,0,0
4183,TRAIN,0,0
4201,TRAIN,0,0
4202,TRAIN,0,0
4213,TRAIN,0,0
4244,TRAIN,0,0
4260,TRAIN,0,0
4277,TRAIN,0,0
4282,TRAIN,0,0
4288,TRAIN,0,0
4298,TRAIN,0,0
4302,TRAIN,0,0
4310,TRAIN,0,0
4315,TRAIN,0,0
4317,TRAIN,0,0
4334,TRAIN,0,0
4338,TRAIN,0,0
4346,TRAIN,0,0
4353,TRAIN,0,0
4362,TRAIN,0,0
4370,TRAIN,0,0
4373,TRAIN,0,0
4382,TRAIN,0,0
4386,TRAIN,0,0
4391,TRAIN,0,0
4400,TRAIN,0,0
4412,TRAIN,0,0
4432,TRAIN,0,0
4441,TRAIN,0,0
4445,TRAIN,0,0
4457,TRAIN,0,0
4461,TRAIN,0,0
4470,TRAIN,0,0
4471,TRAIN,0,0
4479,TRAIN,0,0
4483,TRAIN,0,0
4493,TRAIN,0,0
4501,TRAIN,0,0
4514,TRAIN,0,0
4520,TRAIN,0,0
4529,TRAIN,0,0
4534,TRAIN,0,0
4595,TRAIN,0,0
4624,TRAIN,0,0
4636,TRAIN,0,0
4648,TRAIN,0,0
4658,TRAIN,0,0
4670,TRAIN,0,0
4682,TRAIN,0,0
4689,TRAIN,0,0
4694,TRAIN,0,0
4713,TRAIN,0,0
4716,TRAIN,0,0
4724,TRAIN,0,0
4732,TRAIN,0,0
4748,TRAIN,0,0
4764,TRAIN,0,0
4768,TRAIN,0,0
4783,TRAIN,0,0
4792,TRAIN,0,0
4800,TRAIN,0,0
4801,TRAIN,0,0
4817,TRAIN,0,0
4826,TRAIN,0,0
4835,TRAIN,0,0
4847,TRAIN,0,0
4857,TRAIN,0,0
4868,TRAIN,0,0
4888,TRAIN,0,0
4920,TRAIN,0,0
4926,TRAIN,0,0
4938,TRAIN,0,0
4946,TRAIN,0,0
4949,TRAIN,0,0
4955,TRAIN,0,0
4988,TRAIN,0,0
4995,TRAIN,0,0
5005,TRAIN,0,0
5014,TRAIN,0,0
5024,TRAIN,0,0
5037,TRAIN,0,0
5039,TRAIN,0,0
5051,TRAIN,0,0
5060,TRAIN,0,0
5072,TRAIN,0,0
5078,TRAIN,0,0
5089,TRAIN,0,0
5097,TRAIN,0,0
5109,TRAIN,0,0
5115,TRAIN,0,0
5128,TRAIN,0,0
5139,TRAIN,0,0
5148,TRAIN,0,0
5166,TRAIN,0,0
5174,TRAIN,0,0
5181,TRAIN,0,0
5188,TRAIN,0,0
5194,TRAIN,0,0
5204,TRAIN,0,0
5214,TRAIN,0,0
5227,TRAIN,0,0
5238,TRAIN,0,0
5241,TRAIN,0,0
5253,TRAIN,0,0
5268,TRAIN,0,0
5272,TRAIN,0,0
5280,TRAIN,0,0
5290,TRAIN,0,0
5303,TRAIN,0,0
5311,TRAIN,0,0
5318,TRAIN,0,0
5328,TRAIN,0,0
5351,TRAIN,0,0
5358,TRAIN,0,0
5370,TRAIN,0,0
5378,TRAIN,0,0
5384,TRAIN,0,0
5389,TRAIN,0,0
5400,TRAIN,0,0
5401,TRAIN,0,0
5408,TRAIN,0,0
5421,TRAIN,0,0
5426,TRAIN,0,0
5438,TRAIN,0,0
5449,TRAIN,0,0
5457,TRAIN,0,0
5463,TRAIN,0,0
5474,TRAIN,0,0
5481,TRAIN,0,0
5489,TRAIN,0,0
5494,TRAIN,0,0
5499,TRAIN,0,0
5506,TRAIN,0,0
5510,TRAIN,0,0
5521,TRAIN,0,0
5527,TRAIN,0,0
5539,TRAIN,0,0
5545,TRAIN,0,0
5560,TRAIN,0,0
5565,TRAIN,0,0
5570,TRAIN,0,0
5586,TRAIN,0,0
5594,TRAIN,0,0
5600,TRAIN,0,0
5603,TRAIN,0,0
5611,TRAIN,0,0
5618,TRAIN,0,0
5633,TRAIN,0,0
5641,TRAIN,0,0
5652,TRAIN,0,0
5678,TRAIN,0,0
5688,TRAIN,0,0
5697,TRAIN,0,0
5707,TRAIN,0,0
5713,TRAIN,0,0
5721,TRAIN,0,0
5730,TRAIN,0,0
5733,TRAIN,0,0
5743,TRAIN,0,0
5750,TRAIN,0,0
5759,TRAIN,0,0
5762,TRAIN,0,0
5798,TRAIN,0,0
5810,TRAIN,0,0
5822,TRAIN,0,0
5838,TRAIN,0,0
5840,TRAIN,0,0
5851,TRAIN,0,0
5860,TRAIN,0,0
5877,TRAIN,0,0
5894,TRAIN,0,0
5904,TRAIN,0,0
5912,TRAIN,0,0
5913,TRAIN,0,0
5921,TRAIN,0,0
5937,TRAIN,0,0
5944,TRAIN,0,0
5953,TRAIN,0,0
5962,TRAIN,0,0
5967,TRAIN,0,0
5979,TRAIN,0,0
5984,TRAIN,0,0
5994,TRAIN,0,0
6032,TRAIN,0,0
6052,TRAIN,0,0
6056,TRAIN,0,0
6069,TRAIN,0,0
6071,TRAIN,0,0
6078,TRAIN,0,0
6085,TRAIN,0,0
6092,TRAIN,0,0
6101,TRAIN,0,0
6108,TRAIN,0,0
6118,TRAIN,0,0
6120,TRAIN,0,0
6132,TRAIN,0,0
6140,TRAIN,0,0
6146,TRAIN,0,0
6152,TRAIN,0,0
6163,TRAIN,0,0
6168,TRAIN,0,0
6185,TRAIN,0,0
6198,TRAIN,0,0
6202,TRAIN,0,0
6212,TRAIN,0,0
6218,TRAIN,0,0
6221,TRAIN,0,0
6231,TRAIN,0,0
6261,TRAIN,0,0
6275,TRAIN,0,0
6284,TRAIN,0,0
6299,TRAIN,0,0
6310,TRAIN,0,0
6319,TRAIN,0,0
6326,TRAIN,0,0
6329,TRAIN,0,0
6346,TRAIN,0,0
6368,TRAIN,0,0
6379,TRAIN,0,0
6381,TRAIN,0,0
6395,TRAIN,0,0
6402,TRAIN,0,0
6409,TRAIN,0,0
6430,TRAIN,0,0
6446,TRAIN,0,0
6458,TRAIN,0,0
6485,TRAIN,0,0
6489,TRAIN,0,0
6495,TRAIN,0,0
6507,TRAIN,0,0
6512,TRAIN,0,0
6516,TRAIN,0,0
6525,TRAIN,0,0
6526,TRAIN,0,0
6535,TRAIN,0,0
6542,TRAIN,0,0
6553,TRAIN,0,0
6558,TRAIN,0,0
6569,TRAIN,0,0
6578,TRAIN,0,0
6584,TRAIN,0,0
6591,TRAIN,0,0
6595,TRAIN,0,0
6604,TRAIN,0,0
6611,TRAIN,0,0
6619,TRAIN,0,0
6626,TRAIN,0,0
6629,TRAIN,0,0
6640,TRAIN,0,0
6644,TRAIN,0,0
6649,TRAIN,0,0
6659,TRAIN,0,0
6666,TRAIN,0,0
6669,TRAIN,0,0
6674,TRAIN,0,0
6685,TRAIN,0,0
6696,TRAIN,0,0
6701,TRAIN,0,0
6707,TRAIN,0,0
6718,TRAIN,0,0
6727,TRAIN,0,0
6733,TRAIN,0,0
6742,TRAIN,0,0
6744,TRAIN,0,0
6752,TRAIN,0,0
6773,TRAIN,0,0
6787,TRAIN,0,0
6796,TRAIN,0,0
6808,TRAIN,0,0
6811,TRAIN,0,0
6816,TRAIN,0,0
6835,TRAIN,0,0
6840,TRAIN,0,0
6848,TRAIN,0,0
6860,TRAIN,0,0
6863,TRAIN,0,0
6872,TRAIN,0,0
6876,TRAIN,0,0
6898,TRAIN,0,0
6912,TRAIN,0,0
6918,TRAIN,0,0
6925,TRAIN,0,0
6927,TRAIN,0,0
6937,TRAIN,0,0
6945,TRAIN,0,0
6954,TRAIN,0,0
6961,TRAIN,0,0
6964,TRAIN,0,0
6974,TRAIN,0,0
6979,TRAIN,0,0
6989,TRAIN,0,0
6996,TRAIN,0,0
7003,TRAIN,0,0
7015,TRAIN,0,0
7018,TRAIN,0,0
7024,TRAIN,0,0
7036,TRAIN,0,0
7043,TRAIN,0,0
7054,TRAIN,0,0
7057,TRAIN,0,0
7062,TRAIN,0,0
7084,TRAIN,0,0
7085,TRAIN,0,0
7098,TRAIN,0,0
7103,TRAIN,0,0
7106,TRAIN,0,0
7134,TRAIN,0,0
7144,TRAIN,0,0
7148,TRAIN,0,0
7158,TRAIN,0,0
7180,TRAIN,0,0
7181,TRAIN,0,0
7202,TRAIN,0,0
7214,TRAIN,0,0
7219,TRAIN,0,0
7224,TRAIN,0,0
7232,TRAIN,0,0
7236,TRAIN,0,0
7245,TRAIN,0,0
7255,TRAIN,0,0
7436,TRAIN,0,0
7454,TRAIN,0,0
7469,TRAIN,0,0
7479,TRAIN,0,0
7491,TRAIN,0,0
7500,TRAIN,0,0
7504,TRAIN,0,0
7511,TRAIN,0,0
7523,TRAIN,0,0
7530,TRAIN,0,0
7535,TRAIN,0,0
7544,TRAIN,0,0
7553,TRAIN,0,0
7563,TRAIN,0,0
7567,TRAIN,0,0
7571,TRAIN,0,0
7582,TRAIN,0,0
7591,TRAIN,0,0
7595,TRAIN,0,0
7609,TRAIN,0,0
7754,TRAIN,0,0
7809,TRAIN,0,0
7814,TRAIN,0,0
7818,TRAIN,0,0
7832,TRAIN,0,0
7839,TRAIN,0,0
7847,TRAIN,0,0
7852,TRAIN,0,0
7865,TRAIN,0,0
7880,TRAIN,0,0
7895,TRAIN,0,0
7899,TRAIN,0,0
7907,TRAIN,0,0
7917,TRAIN,0,0
7924,TRAIN,0,0
7926,TRAIN,0,0
7933,TRAIN,0,0
7960,TRAIN,0,0
7963,TRAIN,0,0
7969,TRAIN,0,0
7977,TRAIN,0,0
7986,TRAIN,0,0
7992,TRAIN,0,0
7994,TRAIN,0,0
8010,TRAIN,0,0
8017,TRAIN,0,0
8044,TRAIN,0,0
8047,TRAIN,0,0
8056,TRAIN,0,0
8065,TRAIN,0,0
8097,TRAIN,0,0
8110,TRAIN,0,0
8119,TRAIN,0,0
8128,TRAIN,0,0
8133,TRAIN,0,0
8150,TRAIN,0,0
8158,TRAIN,0,0
8168,TRAIN,0,0
8180,TRAIN,0,0
8192,TRAIN,0,0
8216,TRAIN,0,0
8224,TRAIN,0,0
8234,TRAIN,0,0
8244,TRAIN,0,0
8270,TRAIN,0,0
8277,TRAIN,0,0
8289,TRAIN,0,0
8295,TRAIN,0,0
8301,TRAIN,0,0
8307,TRAIN,0,0
8317,TRAIN,0,0
8340,TRAIN,0,0
8355,TRAIN,0,0
8376,TRAIN,0,0
8388,TRAIN,0,0
8389,TRAIN,0,0
8396,TRAIN,0,0
8405,TRAIN,0,0
8410,TRAIN,0,0
8417,TRAIN,0,0
8422,TRAIN,0,0
8429,TRAIN,0,0
8438,TRAIN,0,0
8444,TRAIN,0,0
8461,TRAIN,0,0
8467,TRAIN,0,0
8469,TRAIN,0,0
8479,TRAIN,0,0
8488,TRAIN,0,0
8492,TRAIN,0,0
8497,TRAIN,0,0
8508,TRAIN,0,0
8532,TRAIN,0,0
8545,TRAIN,0,0
8551,TRAIN,0,0
8561,TRAIN,0,0
8582,TRAIN,0,0
8595,TRAIN,0,0
8607,TRAIN,0,0
8613,TRAIN,0,0
8622,TRAIN,0,0
8626,TRAIN,0,0
8631,TRAIN,0,0
8638,TRAIN,0,0
8644,TRAIN,0,0
8655,TRAIN,0,0
8663,TRAIN,0,0
8672,TRAIN,0,0
8678,TRAIN,0,0
8685,TRAIN,0,0
8691,TRAIN,0,0
8707,TRAIN,0,0
8746,TRAIN,0,0
8764,TRAIN,0,0
8783,TRAIN,0,0
8797,TRAIN,0,0
8808,TRAIN,0,0
8814,TRAIN,0,0
8823,TRAIN,0,0
8831,TRAIN,0,0
8841,TRAIN,0,0
8847,TRAIN,0,0
8856,TRAIN,0,0
8860,TRAIN,0,0
8863,TRAIN,0,0
8873,TRAIN,0,0
8879,TRAIN,0,0
8887,TRAIN,0,0
8893,TRAIN,0,0
8907,TRAIN,0,0
8916,TRAIN,0,0
8927,TRAIN,0,0
8938,TRAIN,0,0
8947,TRAIN,0,0
8958,TRAIN,0,0
8971,TRAIN,0,0
8978,TRAIN,0,0
8983,TRAIN,0,0
9017,TRAIN,0,0
9057,TRAIN,0,0
9070,TRAIN,0,0
9077,TRAIN,0,0
9085,TRAIN,0,0
9093,TRAIN,0,0
9105,TRAIN,0,0
9108,TRAIN,0,0
9116,TRAIN,0,0
9124,TRAIN,0,0
9133,TRAIN,0,0
9140,TRAIN,0,0
9144,TRAIN,0,0
9154,TRAIN,0,0
9162,TRAIN,0,0
9170,TRAIN,0,0
9172,TRAIN,0,0
9182,TRAIN,0,0
9202,TRAIN,0,0
9212,TRAIN,0,0
9220,TRAIN,0,0
9227,TRAIN,0,0
9235,TRAIN,0,0
9252,TRAIN,0,0
9284,TRAIN,0,0
9296,TRAIN,0,0
9319,TRAIN,0,0
9322,TRAIN,0,0
9330,TRAIN,0,0
9340,TRAIN,0,0
9348,TRAIN,0,0
9356,TRAIN,0,0
9362,TRAIN,0,0
9367,TRAIN,0,0
9374,TRAIN,0,0
9382,TRAIN,0,0
9388,TRAIN,0,0
9401,TRAIN,0,0
9409,TRAIN,0,0
9411,TRAIN,0,0
9418,TRAIN,0,0
9427,TRAIN,0,0
9434,TRAIN,0,0
9465,TRAIN,0,0
9469,TRAIN,0,0
9479,TRAIN,0,0
9481,TRAIN,0,0
9489,TRAIN,0,0
9497,TRAIN,0,0
9503,TRAIN,0,0
9513,TRAIN,0,0
9520,TRAIN,0,0
9522,TRAIN,0,0
9530,TRAIN,0,0
9543,TRAIN,0,0
9555,TRAIN,0,0
9572,TRAIN,0,0
9574,TRAIN,0,0
9580,TRAIN,0,0
9590,TRAIN,0,0
9604,TRAIN,0,0
9608,TRAIN,0,0
9615,TRAIN,0,0
9623,TRAIN,0,0
9631,TRAIN,0,0
9644,TRAIN,0,0
9654,TRAIN,0,0
9669,TRAIN,0,0
9674,TRAIN,0,0
9684,TRAIN,0,0
9689,TRAIN,0,0
9697,TRAIN,0,0
9741,TRAIN,0,0
9755,TRAIN,0,0
9765,TRAIN,0,0
9772,TRAIN,0,0
9784,TRAIN,0,0
9791,TRAIN,0,0
9796,TRAIN,0,0
9803,TRAIN,0,0
9807,TRAIN,0,0
9823,TRAIN,0,0
9826,TRAIN,0,0
9834,TRAIN,0,0
9837,TRAIN,0,0
9851,TRAIN,0,0
9864,TRAIN,0,0
9883,TRAIN,0,0
9899,TRAIN,0,0
9900,TRAIN,0,0
9909,TRAIN,0,0
9928,TRAIN,0,0
9931,TRAIN,0,0
9938,TRAIN,0,0
9948,TRAIN,0,0
9955,TRAIN,0,0
9958,TRAIN,0,0
9970,TRAIN,0,0
9978,TRAIN,0,0
9992,TRAIN,0,0
10013,TRAIN,0,0
10016,TRAIN,0,0
10033,TRAIN,0,0
10046,TRAIN,0,0
10048,TRAIN,0,0
10058,TRAIN,0,0
10070,TRAIN,0,0
10080,TRAIN,0,0
10090,TRAIN,0,0
10100,TRAIN,0,0
10104,TRAIN,0,0
10111,TRAIN,0,0
10120,TRAIN,0,0
10131,TRAIN,0,0
10134,TRAIN,0,0
10143,TRAIN,0,0
10146,TRAIN,0,0
10157,TRAIN,0,0
10158,TRAIN,0,0
10167,TRAIN,0,0
10174,TRAIN,0,0
10184,TRAIN,0,0
10189,TRAIN,0,0
10199,TRAIN,0,0
10207,TRAIN,0,0
10223,TRAIN,0,0
10228,TRAIN,0,0
10240,TRAIN,0,0
10248,TRAIN,0,0
10256,TRAIN,0,0
10266,TRAIN,0,0
10270,TRAIN,0,0
10275,TRAIN,0,0
10301,TRAIN,0,0
10309,TRAIN,0,0
10317,TRAIN,0,0
10324,TRAIN,0,0
10334,TRAIN,0,0
10338,TRAIN,0,0
10351,TRAIN,0,0
10357,TRAIN,0,0
10366,TRAIN,0,0
10378,TRAIN,0,0
10382,TRAIN,0,0
10392,TRAIN,0,0
10395,TRAIN,0,0
10410,TRAIN,0,0
10422,TRAIN,0,0
10435,TRAIN,0,0
10449,TRAIN,0,0
10465,TRAIN,0,0
10469,TRAIN,0,0
10477,TRAIN,0,0
10493,TRAIN,0,0
10501,TRAIN,0,0
10506,TRAIN,0,0
10516,TRAIN,0,0
10536,TRAIN,0,0
10546,TRAIN,0,0
10553,TRAIN,0,0
10565,TRAIN,0,0
10570,TRAIN,0,0
10584,TRAIN,0,0
10594,TRAIN,0,0
10605,TRAIN,0,0
10614,TRAIN,0,0
10619,TRAIN,0,0
10628,TRAIN,0,0
10635,TRAIN,0,0
10653,TRAIN,0,0
10660,TRAIN,0,0
10680,TRAIN,0,0
10694,TRAIN,0,0
10705,TRAIN,0,0
10713,TRAIN,0,0
10720,TRAIN,0,0
10727,TRAIN,0,0
10728,TRAIN,0,0
10755,TRAIN,0,0
