d3mIndex,type,repeat,fold
651,TRAIN,0,0
656,TRAIN,0,0
661,TRAIN,0,0
663,TRAIN,0,0
664,TRAIN,0,0
683,TRAIN,0,0
687,TRAIN,0,0
688,TRAIN,0,0
691,TRAIN,0,0
692,TRAIN,0,0
696,TRAIN,0,0
704,TRAIN,0,0
715,TRAIN,0,0
717,TRAIN,0,0
718,TRAIN,0,0
720,TRAIN,0,0
724,TRAIN,0,0
725,TRAIN,0,0
729,TRAIN,0,0
741,TRAIN,0,0
752,TRAIN,0,0
758,TRAIN,0,0
766,TRAIN,0,0
772,TRAIN,0,0
776,TRAIN,0,0
782,TRAIN,0,0
784,TRAIN,0,0
785,TRAIN,0,0
791,TRAIN,0,0
796,TRAIN,0,0
797,TRAIN,0,0
815,TRAIN,0,0
825,TRAIN,0,0
826,TRAIN,0,0
827,TRAIN,0,0
834,TRAIN,0,0
840,TRAIN,0,0
841,TRAIN,0,0
852,TRAIN,0,0
855,TRAIN,0,0
856,TRAIN,0,0
862,TRAIN,0,0
867,TRAIN,0,0
876,TRAIN,0,0
879,TRAIN,0,0
884,TRAIN,0,0
910,TRAIN,0,0
911,TRAIN,0,0
914,TRAIN,0,0
916,TRAIN,0,0
919,TRAIN,0,0
920,TRAIN,0,0
923,TRAIN,0,0
935,TRAIN,0,0
938,TRAIN,0,0
942,TRAIN,0,0
947,TRAIN,0,0
951,TRAIN,0,0
981,TRAIN,0,0
988,TRAIN,0,0
997,TRAIN,0,0
1014,TRAIN,0,0
1018,TRAIN,0,0
1020,TRAIN,0,0
1025,TRAIN,0,0
1027,TRAIN,0,0
1031,TRAIN,0,0
1034,TRAIN,0,0
1037,TRAIN,0,0
1038,TRAIN,0,0
1039,TRAIN,0,0
1040,TRAIN,0,0
1044,TRAIN,0,0
1049,TRAIN,0,0
1053,TRAIN,0,0
1054,TRAIN,0,0
1058,TRAIN,0,0
1075,TRAIN,0,0
1089,TRAIN,0,0
1090,TRAIN,0,0
1091,TRAIN,0,0
1099,TRAIN,0,0
1107,TRAIN,0,0
1108,TRAIN,0,0
1113,TRAIN,0,0
1115,TRAIN,0,0
1121,TRAIN,0,0
1126,TRAIN,0,0
1132,TRAIN,0,0
1136,TRAIN,0,0
1138,TRAIN,0,0
1142,TRAIN,0,0
1147,TRAIN,0,0
1153,TRAIN,0,0
1159,TRAIN,0,0
1162,TRAIN,0,0
1164,TRAIN,0,0
1170,TRAIN,0,0
1175,TRAIN,0,0
1179,TRAIN,0,0
1180,TRAIN,0,0
1184,TRAIN,0,0
1186,TRAIN,0,0
1208,TRAIN,0,0
1214,TRAIN,0,0
1219,TRAIN,0,0
1220,TRAIN,0,0
1222,TRAIN,0,0
1227,TRAIN,0,0
1230,TRAIN,0,0
1232,TRAIN,0,0
1241,TRAIN,0,0
1242,TRAIN,0,0
1244,TRAIN,0,0
1245,TRAIN,0,0
1246,TRAIN,0,0
1247,TRAIN,0,0
1252,TRAIN,0,0
1261,TRAIN,0,0
1265,TRAIN,0,0
1267,TRAIN,0,0
1269,TRAIN,0,0
1279,TRAIN,0,0
1299,TRAIN,0,0
1307,TRAIN,0,0
1321,TRAIN,0,0
1322,TRAIN,0,0
1329,TRAIN,0,0
1330,TRAIN,0,0
1331,TRAIN,0,0
1332,TRAIN,0,0
1340,TRAIN,0,0
1347,TRAIN,0,0
1352,TRAIN,0,0
1361,TRAIN,0,0
1373,TRAIN,0,0
1377,TRAIN,0,0
1404,TRAIN,0,0
1406,TRAIN,0,0
1410,TRAIN,0,0
1418,TRAIN,0,0
1429,TRAIN,0,0
1431,TRAIN,0,0
1434,TRAIN,0,0
1443,TRAIN,0,0
1454,TRAIN,0,0
1462,TRAIN,0,0
1463,TRAIN,0,0
1465,TRAIN,0,0
1467,TRAIN,0,0
1468,TRAIN,0,0
1469,TRAIN,0,0
1475,TRAIN,0,0
1484,TRAIN,0,0
1489,TRAIN,0,0
1490,TRAIN,0,0
1491,TRAIN,0,0
1493,TRAIN,0,0
1498,TRAIN,0,0
1501,TRAIN,0,0
1509,TRAIN,0,0
1514,TRAIN,0,0
1527,TRAIN,0,0
1530,TRAIN,0,0
1531,TRAIN,0,0
1535,TRAIN,0,0
1539,TRAIN,0,0
1542,TRAIN,0,0
1543,TRAIN,0,0
1547,TRAIN,0,0
1548,TRAIN,0,0
1549,TRAIN,0,0
1552,TRAIN,0,0
1554,TRAIN,0,0
1556,TRAIN,0,0
1558,TRAIN,0,0
1560,TRAIN,0,0
1565,TRAIN,0,0
1567,TRAIN,0,0
1570,TRAIN,0,0
1578,TRAIN,0,0
1582,TRAIN,0,0
1583,TRAIN,0,0
1586,TRAIN,0,0
1587,TRAIN,0,0
1597,TRAIN,0,0
1598,TRAIN,0,0
1600,TRAIN,0,0
1609,TRAIN,0,0
1624,TRAIN,0,0
1626,TRAIN,0,0
1628,TRAIN,0,0
1629,TRAIN,0,0
